locid,siteno,airport_name,width,facility_id,start_x,start_y,end_x,end_y
AUO,00146.*A,AUBURN UNIVERSITY RGNL,50,10588411,-85.43603569440,32.62020130560,-85.43634563890,32.60573677780
1R8,00155.*A,BAY MINETTE MUNI,50,10582911,-87.82806072220,30.86976738890,-87.81058050000,30.87088183330
5R7,00155.31*A,ROY E. RAY,50,10914811,-88.21124025000,30.45799725000,-88.21112497220,30.45249791670
EKY,00157.1*A,BESSEMER,50,10592311,-86.93381200000,33.30728502780,-86.91879197220,33.31793675000
BHM,00164.*A,BIRMINGHAM-SHUTTLESWORTH INTL,50,10592411,-86.77156908330,33.55477994440,-86.73912144440,33.57346744440
BHM,00164.*A,BIRMINGHAM-SHUTTLESWORTH INTL,50,10592411,-86.74719002780,33.57321394440,-86.74720050000,33.55370527780
12J,00186.*A,BREWTON MUNI,50,10553311,-87.07578419440,31.04997430560,-87.06118605560,31.05640886110
12J,00186.*A,BREWTON MUNI,50,10553311,-87.07293952780,31.05158772220,-87.05909133330,31.04474047220
09A,00199.1*A,BUTLER-CHOCTAW COUNTY,50,10561111,-88.13340283330,32.12174072220,-88.12152155560,32.11688219440
61A,00207.1*A,CAMDEN MUNI,50,10608411,-87.33921111110,31.98566111110,-87.33901944440,31.97383333330
PYP,00218.12*A,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,50,10903211,-85.61816425000,34.08648733330,-85.60198150000,34.09335086110
0A8,00218.7*A,BIBB COUNTY,50,10582111,-87.09737500000,32.93744166670,-87.08371944440,32.93643611110
5R1,00226.5*A,ROY WILCOX,50,10914911,-88.19996172220,31.45444836110,-88.18889152780,31.44888541670
02A,00233.*A,CHILTON COUNTY,50,10561211,-86.61782388890,32.84937288890,-86.60504361110,32.85159377780
11A,00234.*A,CLAYTON MUNI,50,10582311,-85.49324183330,31.88412347220,-85.47721330560,31.88252113890
9A4,00245.*A,COURTLAND,50,10588811,-87.35372416670,34.66150075000,-87.34099897220,34.65268608330
9A4,00245.*A,COURTLAND,50,10588811,-87.35121958330,34.66858505560,-87.34976686110,34.65491772220
15A,00246.*A,MARK REYNOLDS/NORTH MOBILE COUNTY,50,10754011,-87.99829569440,30.90696286110,-87.99436866670,30.91129680560
4R9,00250.1*A,DAUPHIN ISLAND,50,10568511,-88.13144166670,30.26275833330,-88.12350277780,30.25822500000
DCU,00251.*A,PRYOR FIELD RGNL,50,10588311,-86.94516388890,34.66243888890,-86.94556111110,34.64566388890
DYA,00254.*A,DEMOPOLIS MUNI,50,10581611,-87.95956008330,32.45877761110,-87.94854655560,32.46887002780
DHN,00267.*A,DOTHAN RGNL,50,10554111,-85.46164577780,31.33058922220,-85.44238308330,31.31408238890
DHN,00267.*A,DOTHAN RGNL,50,10554111,-85.44556005560,31.32654147220,-85.44555755560,31.31142672220
3M2,00267.2*A,DOUBLE SPRINGS-WINSTON COUNTY,50,10756911,-87.33046069440,34.14021372220,-87.32501630560,34.14839850000
14J,00267.6*A,CARL FOLSOM,50,10560611,-86.09165277780,31.40599166670,-86.08905833330,31.41407500000
EDN,00287.1*A,ENTERPRISE MUNI,50,10560511,-85.90624311110,31.29540769440,-85.89344722220,31.30402644440
EUF,00290.*A,WEEDON FIELD,50,10582211,-85.12841941670,31.95817716670,-85.12943730560,31.94445980560
3A7,00293.*A,EUTAW MUNI,50,10756311,-87.86698738890,32.82509325000,-87.86316952780,32.81573625000
GZH,00296.*A,MIDDLETON FIELD,50,10545011,-87.04776666670,31.40652777780,-87.04627500000,31.42022777780
GZH,00296.*A,MIDDLETON FIELD,50,10545011,-87.04759697220,31.41775175000,-87.03177500000,31.41547777780
M95,00302.*A,RICHARD ARTHUR FIELD,50,10538311,-87.81483580560,33.71597944440,-87.81558200000,33.70223105560
0J4,00308.5*A,FLORALA MUNI,50,10544911,-86.31467500000,31.03899166670,-86.30844722220,31.04595555560
5R4,00323.3*A,FOLEY MUNI,50,10582511,-87.70095880560,30.43276119440,-87.70096811110,30.42259188890
NBJ,00323.4*A,BARIN NOLF,50,10901611,-87.63800000000,30.38866666670,-87.62527777780,30.38861111110
67A,00326.*A,FORT DEPOSIT-LOWNDES COUNTY,50,10758011,-86.59490000000,31.97640000000,-86.58911666670,31.96781666670
4A9,00328.1*A,ISBELL FIELD,50,10553611,-85.72668377780,34.46840333330,-85.71611491670,34.47899166670
OZR,00329.*A,CAIRNS AAF (FORT RUCKER),50,10761711,-85.72036772220,31.27061325000,-85.70766769440,31.27671680560
OZR,00329.*A,CAIRNS AAF (FORT RUCKER),50,10761711,-85.71261288890,31.28459247220,-85.71288175000,31.27077991670
GAD,00333.*A,NORTHEAST ALABAMA RGNL,50,10538511,-86.10107622220,33.96583855560,-86.08150011110,33.97497133330
GAD,00333.*A,NORTHEAST ALABAMA RGNL,50,10538511,-86.08592777780,33.98242694440,-86.08599830560,33.96922244440
33J,00344.1*A,GENEVA MUNI,50,10537911,-85.87503611110,31.05426388890,-85.86285000000,31.05098611110
7A0,00350.1*A,GREENSBORO MUNI,50,10537811,-87.66208333330,32.68625000000,-87.66208333330,32.67666666670
PRN,00353.1*A,MAC CRENSHAW MEMORIAL,50,10570011,-86.61647094440,31.85145641670,-86.60500719440,31.83992922220
JKA,00359.7*A,JACK EDWARDS,50,10582411,-87.68024391670,30.29028425000,-87.65818566670,30.29032050000
JKA,00359.7*A,JACK EDWARDS,50,10582411,-87.67723547220,30.29325525000,-87.67626211110,30.28340344440
8A1,00360.*A,GUNTERSVILLE MUNI - JOE STARNES FIELD,50,10574411,-86.27254166670,34.39524166670,-86.26781944440,34.40362777780
1M4,00363.*A,POSEY FIELD,50,10608211,-87.60018502780,34.28720183330,-87.60067208330,34.27344775000
HAB,00366.1*A,MARION COUNTY-RANKIN FITE,50,10581511,-87.99791641670,34.12448647220,-87.99851116670,34.10939619440
5M0,00374.1*A,HARTSELLE-MORGAN COUNTY REGIONAL,50,10544311,-86.93287219440,34.41316594440,-86.93301727780,34.40327783330
M38,00375.5*A,HAZEL GREEN,50,10581811,-86.65135833330,34.91488333330,-86.64286944440,34.91710833330
0J6,00376.*A,HEADLAND MUNI,50,10535811,-85.31907630560,31.36385691670,-85.30306186110,31.36363655560
0J6,00376.*A,HEADLAND MUNI,50,10535811,-85.31548136110,31.36873650000,-85.31461175000,31.36089569440
HSV,00385.1*A,HUNTSVILLE INTL-CARL T JONES FIELD,50,10581911,-86.76546477780,34.65309880560,-86.76601788890,34.62561002780
HSV,00385.1*A,HUNTSVILLE INTL-CARL T JONES FIELD,50,10581911,-86.78210055560,34.65278527780,-86.78279083330,34.61817138890
3M5,00385.2*A,MOONTOWN,50,10911911,-86.46459552780,34.74742097220,-86.45733822220,34.74731786110
4AL8,00385.3*A,MILTON,50,10757411,-86.67620000000,34.49260000000,-86.67066666670,34.48848333330
MDQ,00385.4*A,MADISON COUNTY EXECUTIVE/TOM SHARP JR FLD,50,10581711,-86.55733825000,34.86828055560,-86.55769022220,34.85042508330
AL05,00387.*A,SEHOY,50,10758911,-85.47695600000,32.21606200000,-85.46661000000,32.22661000000
4R3,00394.1*A,JACKSON MUNI,50,10560911,-87.89712777780,31.46376388890,-87.89467500000,31.47735555560
JFX,00401.3*A,WALKER COUNTY-BEVILL FIELD,50,10609511,-87.32207875000,33.90220919440,-87.30559725000,33.90176250000
7A3,00410.1*A,LANETT MUNI,50,10569511,-85.23468500000,32.81109777780,-85.22461027780,32.81274000000
04A,00425.1*A,FRANK SIKES,50,10758411,-86.26727500000,31.73145555560,-86.25714444440,31.74082500000
A08,00428.21*A,VAIDEN FIELD,50,10544211,-87.38782802780,32.51892016670,-87.38175161110,32.50210127780
AL09,00430.*A,CLOUDMONT AIRPARK,50,10903311,-85.59235555560,34.54422500000,-85.59223055560,34.53748888890
BFM,00437.*A,MOBILE DOWNTOWN,50,10560111,-88.07993977780,30.63307872220,-88.05978005560,30.61319813890
BFM,00437.*A,MOBILE DOWNTOWN,50,10560111,-88.06591697220,30.64199425000,-88.06590300000,30.62054822220
MOB,00438.*A,MOBILE RGNL,50,10560011,-88.25398588890,30.70228880560,-88.23816591670,30.68332916670
MOB,00438.*A,MOBILE RGNL,50,10560011,-88.23651797220,30.69474069440,-88.23651450000,30.68271036110
MVC,00440.2*A,MONROE COUNTY,50,10559911,-87.35581991670,31.45084461110,-87.34625502780,31.46524447220
MXF,00446.*A,MAXWELL AFB,50,10909211,-86.36388055560,32.38140833330,-86.36478888890,32.38965833330
MXF,00446.*A,MAXWELL AFB,50,10909211,-86.37310555560,32.39135833330,-86.35953333330,32.37258611110
MGM,00447.*A,MONTGOMERY RGNL (DANNELLY FIELD),50,10552811,-86.39413919440,32.29499166670,-86.38707452780,32.30424066670
MGM,00447.*A,MONTGOMERY RGNL (DANNELLY FIELD),50,10552811,-86.40999386110,32.30239894440,-86.38096263890,32.29980405560
MSL,00455.*A,NORTHWEST ALABAMA RGNL,50,10545411,-87.61701194440,34.74900758330,-87.59667272220,34.74149733330
MSL,00455.*A,NORTHWEST ALABAMA RGNL,50,10545411,-87.61572336110,34.75090825000,-87.61604230560,34.73992072220
20A,00463.1*A,ROBBINS FIELD,50,10570211,-86.38605216670,33.96795058330,-86.37473125000,33.97461361110
71J,00480.1*A,BLACKWELL FIELD,50,10554211,-85.62759830560,31.43548422220,-85.61347138890,31.42814061110
PLR,00480.6*A,ST CLAIR COUNTY,50,10537411,-86.25212497220,33.55246486110,-86.24594552780,33.56519705560
1A9,00481.91*A,PRATTVILLE - GROUBY FIELD,50,10583011,-86.52143477780,32.43863463890,-86.50393344440,32.43883438890
HUA,00492.5*A,REDSTONE AAF,50,10914211,-86.68699891670,34.68851480560,-86.68256633330,34.66879475000
3M8,00494.*A,NORTH PICKENS,50,10544111,-88.00753888890,33.37973055560,-88.00561944440,33.39377500000
7A5,00498.*A,ROANOKE MUNI,50,10543611,-85.37757500000,33.13157777780,-85.36685555560,33.12777777780
M22,00502.1*A,BILL PUGH FIELD,50,10538011,-87.71417430560,34.43781588890,-87.70908630560,34.45232797220
2R5,00507.*A,ST ELMO,50,10574311,-88.28058686110,30.49911508330,-88.26965794440,30.50470502780
1A4,00507.02*A,LOGAN FIELD,50,10754311,-86.06712777780,31.10065277780,-86.05807222220,31.10675277780
4A6,00509.1*A,SCOTTSBORO MUNI-WORD FIELD,50,10535311,-86.01123072220,34.68299036110,-86.00063155560,34.69441905560
SEM,00511.*A,CRAIG FIELD,50,10553811,-86.99509230560,32.35305180560,-86.98050911110,32.33483230560
7A6,00520.2*A,STEVENSON,50,10916311,-85.80847777780,34.88260277780,-85.79810000000,34.88995000000
SCD,00525.1*A,MERKEL FIELD SYLACAUGA MUNI,50,10534811,-86.31434094440,33.17190497220,-86.29673175000,33.17176436110
ASN,00528.1*A,TALLADEGA MUNI,50,10534911,-86.05693358330,33.56274791670,-86.04546944440,33.57626111110
41A,00530.*A,REEVES,50,10914311,-85.88002500000,32.51790322220,-85.87233672220,32.51196100000
TOI,00546.*A,TROY MUNI,50,10543811,-86.02188888890,31.85874722220,-86.00773333330,31.86326944440
TOI,00546.*A,TROY MUNI,50,10543811,-86.01485277780,31.86517500000,-86.00509444440,31.85416666670
TCL,00554.*A,TUSCALOOSA RGNL,50,10609611,-87.61917672220,33.21014888890,-87.60523033330,33.22362447220
TCL,00554.*A,TUSCALOOSA RGNL,50,10609611,-87.61594963890,33.22915938890,-87.60424186110,33.22425100000
06A,00561.*A,MOTON FIELD MUNI,50,10588111,-85.68635586110,32.46478186110,-85.67371716670,32.45615472220
07A,00565.*A,FRANKLIN FIELD,50,10905511,-85.81366361110,32.16999841670,-85.80588972220,32.16240777780
M55,00570.*A,LAMAR COUNTY,50,10761411,-88.11694750000,33.85152916670,-88.11400000000,33.84191666670
08A,00590.*A,WETUMPKA MUNI,50,10553511,-86.33310111110,32.52940000000,-86.32333416670,32.52950111110
08A,00590.*A,WETUMPKA MUNI,50,10553511,-86.33383250000,32.52908555560,-86.33396944440,32.52118055560
M73,00860.*A,ALMYRA MUNI,50,10536311,-91.46755388890,34.41543333330,-91.45797194440,34.41322083330
M73,00860.*A,ALMYRA MUNI,50,10536311,-91.46744166670,34.41568805560,-91.46750500000,34.40608194440
CVK,00867.*A,SHARP COUNTY RGNL,50,10474611,-91.56800347220,36.25927352780,-91.55734272220,36.27050680560
M60,00871.11*A,WOODRUFF COUNTY,50,10469811,-91.27668888890,35.27197277780,-91.26397222220,35.27183611110
M74,00875.*A,BALD KNOB MUNI,50,12498011,-91.56054166670,35.29663888890,-91.55610833330,35.30019166670
M74,00875.*A,BALD KNOB MUNI,50,12498011,-91.56086944440,35.30057222220,-91.55342222220,35.30011944440
BVX,00880.*A,BATESVILLE RGNL,50,10503911,-91.66113091670,35.72307019440,-91.64123077780,35.72598905560
BVX,00880.*A,BATESVILLE RGNL,50,10503911,-91.63941288890,35.73365191670,-91.63957552780,35.72595122220
VBT,00886.8*A,BENTONVILLE MUNI/LOUISE M THADEN FIELD,50,10611111,-94.21927966670,36.35132875000,-94.21938975000,36.33917302780
4M1,00897.1*A,CARROLL COUNTY,50,10610511,-93.63032608330,36.37995041670,-93.61875675000,36.38273541670
BYH,00901.*A,ARKANSAS INTL,50,10484711,-89.94395361110,35.98027825000,-89.94395488890,35.94840950000
HKA,00901.1*A,BLYTHEVILLE MUNI,50,10484611,-89.83095897220,35.94727475000,-89.83063627780,35.93354469440
4M2,00904.1*A,BOONEVILLE MUNI,50,11166411,-93.86882936110,35.14960350000,-93.85794972220,35.14944913890
M36,00906.*A,FRANK FEDERER MEMORIAL,50,10484311,-91.17934805560,34.87532138890,-91.17353333330,34.88522555560
AR28,00909.01*A,ODOM FIELD,50,12370911,-92.02741666670,34.93865277780,-92.02077777780,34.93922222220
37T,00911.2*A,CALICO ROCK-IZARD COUNTY,50,10503811,-92.14781500000,36.16931916670,-92.14280777780,36.16214138890
CDH,00912.*A,HARRELL FIELD,50,10484111,-92.76507805560,33.61397530560,-92.76171172220,33.63161927780
4M3,00913.*A,CARLISLE MUNI,50,10494111,-91.72250061110,34.80604925000,-91.70751097220,34.80581172220
4M3,00913.*A,CARLISLE MUNI,50,10494111,-91.70909855560,34.81669141670,-91.70937797220,34.80434647220
4M8,00917.*A,CLARENDON MUNI,50,10484411,-91.39460000000,34.65098333330,-91.39483333330,34.64219444440
H35,00918.*A,CLARKSVILLE MUNI,50,10499411,-93.43469166670,35.47119583330,-93.41960500000,35.47017138890
CCA,00920.*A,CLINTON MUNI,50,10463211,-92.45658163890,35.60145361110,-92.44660427780,35.59405266670
2A2,00920.02*A,HOLLEY MOUNTAIN AIRPARK,50,11080211,-92.41056827780,35.64711530560,-92.39705700000,35.65432238890
4M9,00926.2*A,CORNING MUNI,50,10610211,-90.64785611110,36.41013500000,-90.64799666670,36.39832805560
CRT,00937.*A,Z M JACK STELL FIELD,50,10536211,-91.88660891670,33.17407494440,-91.87375236110,33.18259947220
32A,00937.75*A,DANVILLE MUNI,50,11660311,-93.43609416670,35.08890500000,-93.41895800000,35.08496511110
5M5,00939.*A,CRYSTAL LAKE,50,11706811,-94.44949202780,36.34734575000,-94.44016455560,36.33988805560
DEQ,00942.2*A,J LYNN HELMS SEVIER COUNTY,50,10474711,-94.40756788890,34.04621127780,-94.39116586110,34.04777452780
4M5,00945.*A,DERMOTT MUNI,50,11166511,-91.44415388890,33.48406805560,-91.44106861110,33.49184111110
5M1,00951.11*A,DE WITT MUNI,50,10536411,-91.30735250000,34.26668361110,-91.30762138890,34.25788138890
0M0,00954.1*A,BILLY FREE MUNI,50,10606811,-91.53395302780,33.89139480560,-91.53462116670,33.87765858330
F43,00963.*A,EL DORADO DOWNTOWN-STEVENS FIELD,50,12356511,-92.66326666670,33.19537222220,-92.66318333330,33.18712777780
ELD,00964.*A,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,50,10463311,-92.81876411110,33.21394102780,-92.80325866670,33.22655941670
ELD,00964.*A,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,50,10463311,-92.81850338890,33.22755125000,-92.80690352780,33.21748080560
ELD,00964.*A,SOUTH ARKANSAS RGNL AT GOODWIN FIELD,50,10463311,-92.81796808330,33.22528819440,-92.81816530560,33.21503144440
FYV,00975.*A,DRAKE FIELD,50,10462611,-94.17200583330,36.01319025000,-94.16811550000,35.99700161110
XNA,00975.01*A,NORTHWEST ARKANSAS RGNL,50,10611011,-94.31198305560,36.29320283330,-94.30164066670,36.27052769440
XNA,00975.01*A,NORTHWEST ARKANSAS RGNL,50,10611011,-94.31389216670,36.29263111110,-94.30354988890,36.26995591670
FLP,00978.*A,MARION COUNTY RGNL,50,10494011,-92.59686588890,36.28658747220,-92.58364277780,36.29519380560
5M4,00983.1*A,FORDYCE MUNI,50,10606911,-92.36941472220,33.84285750000,-92.36164333330,33.84872583330
FCY,00985.*A,FORREST CITY MUNI,50,10480111,-90.77487833330,34.94613777780,-90.77505416670,34.93785861110
FSM,00987.*A,FORT SMITH RGNL,50,10474811,-94.36930566670,35.33226080560,-94.36324980560,35.34507100000
FSM,00987.*A,FORT SMITH RGNL,50,10474811,-94.38145355560,35.33360580560,-94.35489219440,35.33697380560
12A,00999.36*A,ARKAVALLEY,50,10996811,-92.33496027780,35.18183330560,-92.33517336110,35.17322591670
5M8,01000.*A,GURDON LOWE FIELD,50,11206911,-93.17539444440,33.92376388890,-93.16087777780,33.92380277780
0R6,01001.32*A,HAMPTON MUNI,50,10988211,-92.46272500000,33.51702222220,-92.45784166670,33.52818333330
HRO,01002.*A,BOONE COUNTY,50,10610811,-93.15372255560,36.26993772220,-93.15574227780,36.25309466670
6M0,01008.*A,HAZEN MUNI,50,11234211,-91.63801666670,34.76477500000,-91.63807500000,34.75365277780
HBZ,01010.1*A,HEBER SPRINGS MUNI,50,10609211,-92.01880583330,35.50890861110,-92.00721305560,35.51447861110
HEE,01015.*A,THOMPSON-ROBBINS,50,10483911,-90.67790650000,34.57229613890,-90.66791238890,34.57228641670
HEE,01015.*A,THOMPSON-ROBBINS,50,10483911,-90.67761666670,34.58587616670,-90.67774911110,34.57215066670
2A6,01016.2*A,HOLLY GROVE MUNI,50,11080411,-91.16920277780,34.58764444440,-91.16129166670,34.57725277780
M18,01019.*A,HOPE MUNI,50,10596711,-93.66949444440,33.71476944440,-93.65661111110,33.72458333330
M18,01019.*A,HOPE MUNI,50,10596711,-93.65686325000,33.72765347220,-93.65294780560,33.71289613890
6M2,01021.5*A,HORSESHOE BEND,50,10503611,-91.76173055560,36.22496944440,-91.74923055560,36.21776388890
HOT,01023.*A,MEMORIAL FIELD,50,10597011,-93.10626363890,34.47302086110,-93.08850091670,34.48360236110
HOT,01023.*A,MEMORIAL FIELD,50,10597011,-93.09925527780,34.48148041670,-93.08951847220,34.47362277780
H34,01027.*A,HUNTSVILLE MUNI,50,11332611,-93.76004547220,36.08086647220,-93.75001705560,36.07524791670
LRF,01028.21*A,LITTLE ROCK AFB,50,12465711,-92.16547547220,34.91140808330,-92.12763036110,34.92214586110
JBR,01035.*A,JONESBORO MUNI,50,10607511,-90.65124094440,35.82880994440,-90.63516627780,35.83970555560
JBR,01035.*A,JONESBORO MUNI,50,10607511,-90.65621086110,35.83181350000,-90.64637025000,35.82390419440
3M0,01042.*A,GASTONS,50,11965011,-92.56084538890,36.34742713890,-92.55075066670,36.35068522220
M32,01043.1*A,LAKE VILLAGE MUNI,50,10610411,-91.31729708330,33.34065136110,-91.31415630560,33.35132236110
LIT,01056.*A,BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD,50,10480311,-92.23802333330,34.72251266670,-92.21804916670,34.73815455560
LIT,01056.*A,BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD,50,10480311,-92.22122000000,34.71938641670,-92.20129566670,34.73498522220
LIT,01056.*A,BILL AND HILLARY CLINTON NATIONAL/ADAMS FIELD,50,10480311,-92.23809433330,34.73978994440,-92.23864000000,34.72269638890
39AR,01060.04*A,BRYAN FIELD,50,17143011,-91.83700000000,34.91530555560,-91.83716666670,34.90788888890
AGO,01069.1*A,MAGNOLIA MUNI,50,10608911,-93.21673888890,33.23434722220,-93.21724444440,33.22058888890
M78,01071.1*A,MALVERN MUNI,50,10504111,-92.76473500000,34.32985638890,-92.75826083330,34.33677777780
MXA,01074.*A,MANILA MUNI,50,10484511,-90.15453602780,35.90021291670,-90.15460850000,35.88867647220
6M7,01076.11*A,MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD,50,10499211,-90.80985011110,34.78827533330,-90.81007536110,34.77723036110
6M8,01076.4*A,MARKED TREE MUNI,50,10483811,-90.40007500000,35.53748611110,-90.40010277780,35.52869444440
4A5,01076.61*A,SEARCY COUNTY,50,10479711,-92.66159841670,35.89524997220,-92.65107697220,35.90214350000
7M0,01076.88*A,MC CRORY/MORTON,50,11685211,-91.09309166670,35.23171944440,-91.09323888890,35.22512500000
7M1,01077.1*A,MC GEHEE MUNI,50,10604311,-91.36466833330,33.62572333330,-91.36499055560,33.61471277780
42A,01080.*A,MELBOURNE MUNI - JOHN E MILLER FIELD,50,10503711,-91.83370000000,36.06630833330,-91.82657222220,36.07565833330
LLQ,01096.*A,MONTICELLO MUNI/ELLIS FIELD,50,10604211,-91.75535113890,33.63269169440,-91.74665033330,33.64441141670
BDQ,01101.1*A,MORRILTON MUNI,50,10608711,-92.72039444440,35.13628500000,-92.70701916670,35.13619222220
MPJ,01101.3*A,PETIT JEAN PARK,50,10608611,-92.91393980560,35.13181944440,-92.90443869440,35.14587441670
BPK,01104.4*A,BAXTER COUNTY,50,10536111,-92.47719916670,36.36469194440,-92.46385611110,36.37319138890
7M2,01107.2*A,MOUNTAIN VIEW WILCOX MEMORIAL FIELD,50,11685311,-92.09792777780,35.86475555560,-92.08274888890,35.86420444440
7M3,01108.1*A,BEARCE,50,10484211,-93.53597500000,34.52818611110,-93.52286388890,34.52997500000
M77,01109.11*A,HOWARD COUNTY,50,10504011,-93.83944944440,33.99183947220,-93.83671027780,34.00257377780
M19,01110.*A,NEWPORT MUNI,50,10503511,-91.18318416670,35.62996055560,-91.17148972220,35.63984472220
